,frame.time_epoch,frame.len,eth.src,eth.dst,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,icmp.type,icmp.code,arp.opcode,arp.src.hw_mac,arp.src.proto_ipv4,arp.dst.hw_mac,arp.dst.proto_ipv4,ipv6.src,ipv6.dst,output
485576,1540452392.5854578,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,70,0,0,1
286537,1540451586.552785,74,5,1,9,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
177844,1540451147.944216,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,116,0,0,1
483467,1540452384.159248,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,133,0,0,1
463069,1540452301.232529,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,158,0,0,1
569665,1540452734.071897,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,96,0,0,1
220778,1540451321.064256,60,4,8,18,65,23.0,21897.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
529754,1540452572.204924,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,170,0,0,1
544283,1540452630.6044948,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,187,0,0,1
667201,1540453128.6534722,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,156,0,0,1
461019,1540452293.390698,75,16,7,14,54,0.0,0.0,53652.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,1
356067,1540451868.1890829,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,155,0,0,0
469340,1540452326.943179,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,240,0,0,1
417136,1540452115.514555,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,21,0,0,1
613230,1540452909.882139,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,250,0,0,0
757583,1540453492.96016,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,134,0,0,1
553793,1540452669.611518,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,129,0,0,1
136273,1540450938.4905381,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,144,0,0,1
520143,1540452532.831414,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,89,0,0,1
690159,1540453221.129416,74,14,7,16,68,46024.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
372890,1540451936.7114868,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,62,0,0,1
685865,1540453204.363837,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,30,0,0,1
86997,1540449559.892949,74,4,12,18,67,0.0,0.0,11181.0,32100.0,3.0,0.0,0.0,0,0,0,0,0,0,0
469207,1540452326.1219642,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,187,0,0,1
237463,1540451388.3700442,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,154,0,0,1
415530,1540452109.2144608,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,75,0,0,1
385191,1540451986.5219398,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,117,0,0,1
97799,1540449962.2211652,74,14,7,16,11,35673.0,443.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
448595,1540452243.11148,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,236,0,0,1
679749,1540453179.469556,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,128,0,0,1
711662,1540453307.8016932,82,10,7,4,59,0.0,0.0,32761.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,0
167713,1540451082.2876532,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,179,0,0,0
94480,1540449839.128234,82,14,7,16,69,0.0,0.0,50861.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
723733,1540453356.1431706,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,2,0,0,1
232268,1540451367.489526,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,17,0,0,1
332619,1540451773.032728,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,147,0,0,1
707574,1540453291.0950851,74,14,7,16,68,46061.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
632202,1540452987.278767,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,205,0,0,1
234549,1540451376.7678552,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,57,0,0,1
487111,1540452398.7645226,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,217,0,0,1
57584,1540448496.7979422,82,10,7,4,58,0.0,0.0,32761.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
521097,1540452536.8916562,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,104,0,0,1
316701,1540451708.900132,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,248,0,0,1
580307,1540452776.817086,60,17,8,22,65,23.0,21897.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
542200,1540452622.2867718,118,4,12,18,67,0.0,0.0,13382.0,32100.0,3.0,0.0,0.0,0,0,0,0,0,0,1
621672,1540452944.1402302,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,206,0,0,1
130237,1540450903.614856,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,217,0,0,1
401744,1540452053.395385,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,223,0,0,1
114924,1540450594.3000329,86,3,7,20,54,0.0,0.0,1757.0,53.0,0.0,0.0,0.0,0,0,0,0,0,0,1
93785,1540449814.8265011,82,14,7,16,33,0.0,0.0,50861.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
498532,1540452445.358475,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,38,0,0,1
422887,1540452139.1266198,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,15,0,0,1
485274,1540452391.581235,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,85,0,0,1
477589,1540452360.3133652,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,233,0,0,0
183886,1540451172.664469,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,23,0,0,1
744834,1540453441.30277,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,249,0,0,1
18412,1540447045.298383,82,10,7,4,69,0.0,0.0,32761.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
579803,1540452774.763314,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,181,0,0,0
509977,1540452492.0952961,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,128,0,0,1
121888,1540450851.046437,74,5,7,9,17,40152.0,80.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
606899,1540452884.803513,82,10,7,4,58,0.0,0.0,32761.0,10240.0,0.0,0.0,0.0,0,0,0,0,0,0,1
88657,1540449621.3041961,86,4,16,18,24,38898.0,80.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,1
118299,1540450720.531736,74,5,1,9,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
163346,1540451064.5118868,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,118,0,0,1
14491,1540446897.04629,74,14,7,16,58,40886.0,8080.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
270884,1540451523.250271,60,17,8,22,65,23.0,21897.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
547216,1540452642.7617939,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,8,0,0,1
721118,1540453345.7417474,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,134,0,0,1
552766,1540452665.442211,60,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,9,4,156,0,0,0
